id,loc,call_num,a,b,c,d
2017752041,fsa1998010699/PP,LC-USF33-021482-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752042,fsa1998010700/PP,LC-USF33-021482-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752043,fsa1998010701/PP,LC-USF33-021482-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017752044,fsa1998010702/PP,LC-USF33-021483-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752045,fsa1998010703/PP,LC-USF33-021483-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752046,fsa1998010704/PP,LC-USF33-021483-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752047,fsa1998010705/PP,LC-USF33-021483-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752048,fsa1998010706/PP,LC-USF33-021483-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017752049,fsa1998010707/PP,LC-USF33-021484-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752050,fsa1998010708/PP,LC-USF33-021484-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752051,fsa1998010709/PP,LC-USF33-021484-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752052,fsa1998010710/PP,LC-USF33-021484-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752053,fsa1998010711/PP,LC-USF33-021484-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017752054,fsa1998010712/PP,LC-USF33-021485-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752055,fsa1998010713/PP,LC-USF33-021485-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752056,fsa1998010714/PP,LC-USF33-021485-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752057,fsa1998010715/PP,LC-USF33-021485-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752058,fsa1998010716/PP,LC-USF33-021486-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752059,fsa1998010717/PP,LC-USF33-021486-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752060,fsa1998010718/PP,LC-USF33-021486-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752061,fsa1998010719/PP,LC-USF33-021486-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752062,fsa1998010720/PP,LC-USF33-021486-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017752063,fsa1998010721/PP,LC-USF33-021487-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752064,fsa1998010722/PP,LC-USF33-021487-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752065,fsa1998010723/PP,LC-USF33-021487-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752066,fsa1998010724/PP,LC-USF33-021487-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752067,fsa1998010725/PP,LC-USF33-021487-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752068,fsa1998010726/PP,LC-USF33-021488-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752069,fsa1998010727/PP,LC-USF33-021488-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752070,fsa1998010728/PP,LC-USF33-021488-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752071,fsa1998010729/PP,LC-USF33-021488-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752072,fsa1998010730/PP,LC-USF33-021488-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752073,fsa1998010731/PP,LC-USF33-021489-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752074,fsa1998010732/PP,LC-USF33-021489-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752076,fsa1998010734/PP,LC-USF33-021489-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752077,fsa1998010735/PP,LC-USF33-021489-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752078,fsa1998010736/PP,LC-USF33-021490-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752079,fsa1998010737/PP,LC-USF33-021490-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752080,fsa1998010738/PP,LC-USF33-021490-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752081,fsa1998010739/PP,LC-USF33-021490-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752082,fsa1998010740/PP,LC-USF33-021490-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752083,fsa1998010741/PP,LC-USF33-021491-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752084,fsa1998010742/PP,LC-USF33-021491-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752085,fsa1998010743/PP,LC-USF33-021491-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752086,fsa1998010744/PP,LC-USF33-021491-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752087,fsa1998010745/PP,LC-USF33-021491-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752088,fsa1998010746/PP,LC-USF33-021492-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752089,fsa1998010747/PP,LC-USF33-021492-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752090,fsa1998010748/PP,LC-USF33-021492-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752091,fsa1998010749/PP,LC-USF33-021492-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752092,fsa1998010750/PP,LC-USF33-021492-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752093,fsa1998010751/PP,LC-USF33-021493-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752094,fsa1998010752/PP,LC-USF33-021493-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752095,fsa1998010753/PP,LC-USF33-021493-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752096,fsa1998010754/PP,LC-USF33-021493-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752097,fsa1998010755/PP,LC-USF33-021493-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752100,fsa1998010758/PP,LC-USF33-021494-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752101,fsa1998010759/PP,LC-USF33-021494-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752102,fsa1998010760/PP,LC-USF33-021494-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752105,fsa1998010763/PP,LC-USF33-021495-M3,Puerto Rico,Manati Municipality,NA,Manati
2017752106,fsa1998010764/PP,LC-USF33-021496-M1,Puerto Rico,Manati Municipality,NA,Manati
2017752107,fsa1998010765/PP,LC-USF33-021496-M2,Puerto Rico,Manati Municipality,NA,Manati
2017752108,fsa1998010766/PP,LC-USF33-021496-M3,Puerto Rico,Manati Municipality,NA,Manati
2017752109,fsa1998010767/PP,LC-USF33-021496-M4,Puerto Rico,Manati Municipality,NA,Manati
2017764480,fsa1998023131/PP,LC-DIG-fsa-8b30504,Puerto Rico,Ponce Municipality,NA,NA
2017764493,fsa1998023144/PP,LC-DIG-fsa-8b30524,Puerto Rico,Ponce Municipality,NA,Ponce
2017795973,fsa2000027150/PP,LC-USF34-045571-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797008,fsa2000028185/PP,LC-USF34-046596-D,Puerto Rico,Manati Municipality,NA,Manati
2017797009,fsa2000028186/PP,LC-USF34-046597-D,Puerto Rico,Manati Municipality,NA,Manati
2017797010,fsa2000028187/PP,LC-USF34-046598-D,Puerto Rico,Manati Municipality,NA,Manati
2017797011,fsa2000028188/PP,LC-USF34-046599-D,Puerto Rico,Manati Municipality,NA,Manati
2017797012,fsa2000028189/PP,LC-USF34-046600-D,Puerto Rico,Manati Municipality,NA,Manati
2017797015,fsa2000028192/PP,LC-USF34-046603-D,Puerto Rico,Manati Municipality,NA,Manati
2017797016,fsa2000028193/PP,LC-USF34-046604-D,Puerto Rico,Manati Municipality,NA,Manati
2017797017,fsa2000028194/PP,LC-USF34-046605-D,Puerto Rico,Manati Municipality,NA,Manati
2017797019,fsa2000028196/PP,LC-USF34-046607-D,Puerto Rico,Manati Municipality,NA,Manati
2017797020,fsa2000028197/PP,LC-USF34-046608-D,Puerto Rico,Manati Municipality,NA,Manati
2017797021,fsa2000028198/PP,LC-USF34-046609-D,Puerto Rico,Manati Municipality,NA,Manati
2017797022,fsa2000028199/PP,LC-USF34-046610-D,Puerto Rico,Manati Municipality,NA,Manati
2017797024,fsa2000028201/PP,LC-USF34-046612-D,Puerto Rico,Manati Municipality,NA,Manati
2017797026,fsa2000028203/PP,LC-USF34-046614-D,Puerto Rico,Manati Municipality,NA,Manati
2017797027,fsa2000028204/PP,LC-USF34-046615-D,Puerto Rico,Manati Municipality,NA,Manati
2017797028,fsa2000028205/PP,LC-USF34-046616-D,Puerto Rico,Manati Municipality,NA,Manati
2017797030,fsa2000028207/PP,LC-USF34-046618-D,Puerto Rico,Manati Municipality,NA,Manati
2017797031,fsa2000028208/PP,LC-USF34-046619-D,Puerto Rico,Manati Municipality,NA,Manati
2017797035,fsa2000028212/PP,LC-USF34-046623-D,Puerto Rico,Manati Municipality,NA,Manati
2017797037,fsa2000028214/PP,LC-USF34-046625-D,Puerto Rico,Manati Municipality,NA,Manati
2017797038,fsa2000028215/PP,LC-USF34-046626-D,Puerto Rico,Manati Municipality,NA,Manati
2017797039,fsa2000028216/PP,LC-USF34-046627-D,Puerto Rico,Manati Municipality,NA,Manati
2017797040,fsa2000028217/PP,LC-USF34-046628-D,Puerto Rico,Manati Municipality,NA,Manati
2017797041,fsa2000028218/PP,LC-USF34-046629-D,Puerto Rico,Manati Municipality,NA,Manati
2017797042,fsa2000028219/PP,LC-USF34-046630-D,Puerto Rico,Manati Municipality,NA,Manati
2017797043,fsa2000028220/PP,LC-USF34-046631-D,Puerto Rico,Manati Municipality,NA,Manati
2017797046,fsa2000028223/PP,LC-USF34-046634-D,Puerto Rico,Manati Municipality,NA,Manati
2017797047,fsa2000028224/PP,LC-USF34-046635-D,Puerto Rico,Manati Municipality,NA,Manati
2017797052,fsa2000028229/PP,LC-USF34-046640-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797053,fsa2000028230/PP,LC-USF34-046641-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797055,fsa2000028232/PP,LC-USF34-046643-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797056,fsa2000028233/PP,LC-USF34-046644-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797057,fsa2000028234/PP,LC-USF34-046645-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797058,fsa2000028235/PP,LC-USF34-046646-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797059,fsa2000028236/PP,LC-USF34-046647-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797060,fsa2000028237/PP,LC-USF34-046648-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797061,fsa2000028238/PP,LC-USF34-046649-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797062,fsa2000028239/PP,LC-USF34-046650-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797063,fsa2000028240/PP,LC-USF34-046651-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797064,fsa2000028241/PP,LC-USF34-046652-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797068,fsa2000028245/PP,LC-USF34-046656-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797069,fsa2000028246/PP,LC-USF34-046657-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797071,fsa2000028248/PP,LC-USF34-046659-D,Puerto Rico,Orocovis Municipality,NA,Orocovis
2017797073,fsa2000028250/PP,LC-USF34-046661-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797074,fsa2000028251/PP,LC-USF34-046662-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797077,fsa2000028254/PP,LC-USF34-046665-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797080,fsa2000028257/PP,LC-USF34-046668-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797081,fsa2000028258/PP,LC-USF34-046669-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797082,fsa2000028259/PP,LC-USF34-046670-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797084,fsa2000028261/PP,LC-USF34-046672-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797085,fsa2000028262/PP,LC-USF34-046673-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797087,fsa2000028264/PP,LC-USF34-046675-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797088,fsa2000028265/PP,LC-USF34-046676-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797090,fsa2000028267/PP,LC-USF34-046678-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797092,fsa2000028269/PP,LC-USF34-046680-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797094,fsa2000028271/PP,LC-USF34-046682-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797098,fsa2000028275/PP,LC-USF34-046686-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797099,fsa2000028276/PP,LC-USF34-046687-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797102,fsa2000028279/PP,LC-USF34-046690-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797104,fsa2000028281/PP,LC-USF34-046692-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797106,fsa2000028283/PP,LC-USF34-046694-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797107,fsa2000028284/PP,LC-USF34-046695-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797108,fsa2000028285/PP,LC-USF34-046696-D,Puerto Rico,Bayamon Municipality,NA,Nayamon
2017797110,fsa2000028287/PP,LC-USF34-046698-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797111,fsa2000028288/PP,LC-USF34-046699-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797112,fsa2000028289/PP,LC-USF34-046700-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797113,fsa2000028290/PP,LC-USF34-046701-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797115,fsa2000028292/PP,LC-USF34-046703-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797116,fsa2000028293/PP,LC-USF34-046704-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797117,fsa2000028294/PP,LC-USF34-046705-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797119,fsa2000028296/PP,LC-USF34-046707-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797120,fsa2000028297/PP,LC-USF34-046708-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797122,fsa2000028299/PP,LC-USF34-046710-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797125,fsa2000028302/PP,LC-USF34-046713-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797127,fsa2000028304/PP,LC-USF34-046715-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797128,fsa2000028305/PP,LC-USF34-046716-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797129,fsa2000028306/PP,LC-USF34-046717-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797131,fsa2000028308/PP,LC-USF34-046719-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797132,fsa2000028309/PP,LC-USF34-046720-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797133,fsa2000028310/PP,LC-USF34-046721-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797134,fsa2000028311/PP,LC-USF34-046722-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797136,fsa2000028313/PP,LC-USF34-046724-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797137,fsa2000028314/PP,LC-USF34-046725-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797140,fsa2000028317/PP,LC-USF34-046728-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797143,fsa2000028320/PP,LC-USF34-046731-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017797158,fsa2000028335/PP,LC-USF34-046746-D,Puerto Rico,Humacao Municipality,NA,Caguas
2017797159,fsa2000028336/PP,LC-USF34-046747-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797160,fsa2000028337/PP,LC-USF34-046748-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797161,fsa2000028338/PP,LC-USF34-046749-D,Puerto Rico,Bayamon Municipality,NA,Bayamon
2017797165,fsa2000028342/PP,LC-USF34-046753-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797166,fsa2000028343/PP,LC-USF34-046754-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797167,fsa2000028344/PP,LC-USF34-046755-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797168,fsa2000028345/PP,LC-USF34-046756-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797169,fsa2000028346/PP,LC-USF34-046757-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797170,fsa2000028347/PP,LC-USF34-046758-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797173,fsa2000028350/PP,LC-USF34-046761-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797174,fsa2000028351/PP,LC-USF34-046762-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797175,fsa2000028352/PP,LC-USF34-046763-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797176,fsa2000028353/PP,LC-USF34-046764-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797178,fsa2000028355/PP,LC-USF34-046766-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797181,fsa2000028358/PP,LC-USF34-046769-D,Puerto Rico,Barranquitas Municipality,NA,Barranquitas
2017797183,fsa2000028360/PP,LC-USF34-046771-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797186,fsa2000028363/PP,LC-USF34-046774-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797187,fsa2000028364/PP,LC-USF34-046775-D,Puerto Rico,Ponce Municipality,NA,Ponce
2017797190,fsa2000028367/PP,LC-USF34-046778-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797191,fsa2000028368/PP,LC-USF34-046779-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797192,fsa2000028369/PP,LC-USF34-046780-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797193,fsa2000028370/PP,LC-USF34-046781-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797194,fsa2000028371/PP,LC-USF34-046782-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797195,fsa2000028372/PP,LC-USF34-046783-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797196,fsa2000028373/PP,LC-USF34-046784-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797199,fsa2000028376/PP,LC-USF34-046787-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797201,fsa2000028378/PP,LC-USF34-046789-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797202,fsa2000028379/PP,LC-USF34-046790-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797203,fsa2000028380/PP,LC-USF34-046791-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797205,fsa2000028382/PP,LC-USF34-046793-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797206,fsa2000028383/PP,LC-USF34-046794-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797210,fsa2000028387/PP,LC-USF34-046798-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797211,fsa2000028388/PP,LC-USF34-046799-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797213,fsa2000028390/PP,LC-USF34-046801-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797216,fsa2000028393/PP,LC-USF34-046804-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797217,fsa2000028394/PP,LC-USF34-046805-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797218,fsa2000028395/PP,LC-USF34-046806-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797219,fsa2000028396/PP,LC-USF34-046807-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797220,fsa2000028397/PP,LC-USF34-046808-D,Puerto Rico,Corozal Municipality,NA,Corozal
2017797805,fsa2000028982/PP,LC-USF34-047393-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797809,fsa2000028986/PP,LC-USF34-047397-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797811,fsa2000028988/PP,LC-USF34-047399-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797813,fsa2000028990/PP,LC-USF34-047401-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797819,fsa2000028996/PP,LC-USF34-047407-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797822,fsa2000028999/PP,LC-USF34-047410-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797825,fsa2000029002/PP,LC-USF34-047413-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797826,fsa2000029003/PP,LC-USF34-047414-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797829,fsa2000029006/PP,LC-USF34-047417-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797831,fsa2000029008/PP,LC-USF34-047419-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797832,fsa2000029009/PP,LC-USF34-047420-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797834,fsa2000029011/PP,LC-USF34-047422-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797835,fsa2000029012/PP,LC-USF34-047423-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797836,fsa2000029013/PP,LC-USF34-047424-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797838,fsa2000029015/PP,LC-USF34-047426-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797840,fsa2000029017/PP,LC-USF34-047428-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797848,fsa2000029025/PP,LC-USF34-047436-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797851,fsa2000029028/PP,LC-USF34-047439-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797852,fsa2000029029/PP,LC-USF34-047440-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797855,fsa2000029032/PP,LC-USF34-047443-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797857,fsa2000029034/PP,LC-USF34-047445-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017797861,fsa2000029038/PP,LC-USF34-047449-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017797862,fsa2000029039/PP,LC-USF34-047450-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017797865,fsa2000029042/PP,LC-USF34-047453-D,Puerto Rico,San Juan Municipality,NA,Hato Rey
2017797866,fsa2000029043/PP,LC-USF34-047454-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797867,fsa2000029044/PP,LC-USF34-047455-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797868,fsa2000029045/PP,LC-USF34-047456-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797870,fsa2000029047/PP,LC-USF34-047458-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017797872,fsa2000029049/PP,LC-USF34-047460-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017797874,fsa2000029051/PP,LC-USF34-047462-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017797875,fsa2000029052/PP,LC-USF34-047463-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797877,fsa2000029054/PP,LC-USF34-047465-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797878,fsa2000029055/PP,LC-USF34-047466-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797879,fsa2000029056/PP,LC-DIG-fsa-8c29306,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797881,fsa2000029058/PP,LC-USF34-047469-D,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017797885,fsa2000029062/PP,LC-USF34-047473-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797889,fsa2000029066/PP,LC-USF34-047477-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797890,fsa2000029067/PP,LC-USF34-047478-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797893,fsa2000029070/PP,LC-USF34-047481-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797894,fsa2000029071/PP,LC-USF34-047482-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797897,fsa2000029074/PP,LC-USF34-047485-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797902,fsa2000029079/PP,LC-USF34-047490-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797903,fsa2000029080/PP,LC-USF34-047491-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797904,fsa2000029081/PP,LC-USF34-047492-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797905,fsa2000029082/PP,LC-USF34-047493-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797907,fsa2000029084/PP,LC-USF34-047495-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797908,fsa2000029085/PP,LC-USF34-047496-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797912,fsa2000029089/PP,LC-USF34-047500-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797913,fsa2000029090/PP,LC-USF34-047501-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797914,fsa2000029091/PP,LC-USF34-047502-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797918,fsa2000029095/PP,LC-USF34-047506-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797924,fsa2000029101/PP,LC-USF34-047512-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797925,fsa2000029102/PP,LC-USF34-047513-E,Puerto Rico,Ponce Municipality,NA,Yauco
2017797926,fsa2000029103/PP,LC-USF34-047514-E,Puerto Rico,Ponce Municipality,NA,Yauco
2017797930,fsa2000029107/PP,LC-USF34-047518-E,Puerto Rico,Ponce Municipality,NA,Guanica
2017797931,fsa2000029108/PP,LC-USF34-047519-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017797932,fsa2000029109/PP,LC-USF34-047520-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017797934,fsa2000029111/PP,LC-USF34-047522-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017797937,fsa2000029114/PP,LC-USF34-047525-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797939,fsa2000029116/PP,LC-USF34-047527-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797940,fsa2000029117/PP,LC-USF34-047528-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797942,fsa2000029119/PP,LC-USF34-047530-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797945,fsa2000029122/PP,LC-USF34-047533-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797947,fsa2000029124/PP,LC-USF34-047535-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797949,fsa2000029126/PP,LC-USF34-047537-D,Puerto Rico,Ponce Municipality,NA,Guanica
